k,naive,max deg,min deg,G_max_rad,G_min_rad,max(c max),min(c max),max(c min),min(c min),cover
18,1.000000000311892,0.30685161996823823,0.5358772883511534,0.6566273207333455,0.4740305219916701,0.6566273207333455,0.44858976459890865,0.3068595318044327,0.841712362250854,0.7742249307699974
19,1.000000000311892,0.30685161996823834,0.536213757380651,1.0000000002163054,0.4871785935082979,1.0000000002163054,0.5181747813628382,0.3068595318044329,0.8430336247336393,0.8272037552931323
20,1.000000000311892,0.306851619968238,0.591238737410261,1.0000000002163054,0.5708587703769384,1.0000000002163054,0.5876829401908242,0.3068595318043425,0.8621979321728608,0.8445138617884433
21,1.000000000311892,0.30685161996823807,0.6446400283617159,1.0000000002163054,0.6158188044426346,1.0000000002163054,0.591554611812846,0.3068595318042816,0.862715520468189,0.8529332113912944
22,1.000000000311892,0.306851619968238,0.6498257819871035,1.0000000000294624,0.6185671528526967,1.0000000002163054,0.6185671528526967,0.3068595318042376,0.8644172863748036,1.0000000000236744
23,1.000000000311892,0.30685953180158143,0.6505509264131618,1.0000000000306781,0.6196102075551652,1.0000000002163054,0.6196102075551652,0.3068595318041988,0.8686156876459059,1.0000000000236744
24,1.000000000311892,0.30685953180158143,0.6505772615244375,1.0000000000306783,0.62950808149141,1.0000000002163054,0.62950808149141,0.30685953180294745,0.8687655949375801,1.000000000023673
25,1.000000000311892,0.3068595318015812,0.7379142903739654,1.0000000000306788,0.6334901156362003,1.0000000002163054,0.6368529604140093,0.30685953180294745,0.8687956513690173,1.0000000000394573
26,1.000000000311892,0.3068595318015812,0.763140034793551,1.0000000000306781,0.6390060848962358,1.0000000002163054,0.6647558509208319,0.30725083884454196,0.8713052668088751,1.000000000039455
27,1.000000000311892,0.30685953180149034,0.7711905188860488,1.0000000000188136,0.6392349629074298,1.0000000002163054,0.6654314411218676,0.3072508388445421,0.8713206608028006,1.0000000000214757
28,1.000000000311892,0.30725083884298626,0.7714354133936716,1.0000000000188136,1.0528399249033102,1.0000000002163054,0.6657175766414414,0.3072508388450455,0.8713242266090125,1.0000000000214295
29,1.000000000311892,0.3072508388429862,0.7746522475108879,1.0000000000188134,1.0640667492627944,1.0000000002163054,0.6658572626676843,0.30725083884861115,0.8713613261594475,1.0000000000214133
30,1.000000000311892,0.3159583538719223,0.7880441262549437,1.000000000018813,1.2841541720126532,1.0000000002163054,1.307303576017936,0.30725083884309645,0.8941196711924111,1.0000000000214062
31,1.000000000311892,0.3159583538719222,0.7924501642042892,1.0000000000203728,1.3517335208881358,1.0000000002163054,1.3201389777492862,0.31595835387214166,0.9010119132900898,1.0000000000296319
32,1.000000000311892,0.6187726136683505,0.794164673365185,1.0000000000203726,1.3906640024397006,1.0000000000502045,1.3921648575848877,0.3167016834328966,0.9012076934807335,1.0000000000239526
